iter	RMSE
277	4.499549733
278	4.497782671
279	4.49421739
280	4.491718303
281	4.486383917
282	4.482704084
283	4.47977286
284	4.47694961
285	4.473412293
286	4.473031519
287	4.47063631
288	4.466729731
289	4.463533555
290	4.459104749
291	4.455530765
292	4.448788361
293	4.44709106
294	4.444036756
295	4.44368321
296	4.442528668
297	4.441813128
298	4.436923394
299	4.434436843
300	4.430647987
301	4.428088271
302	4.423649801
303	4.422298921
304	4.419729675
305	4.41916129
306	4.413071647
307	4.411031915
308	4.406908103
309	4.402901464
310	4.400193624
311	4.397656542
312	4.394826608
313	4.394548763
314	4.390819567
315	4.387995972
316	4.385440414
317	4.382129179
318	4.379185366
319	4.374028193
320	4.369681821
321	4.367081381
322	4.364826243
323	4.362799603
324	4.360364648
325	4.356933755
326	4.3543811
327	4.353907917
328	4.350240794
329	4.344970182
330	4.343829603
331	4.339580989
332	4.337728748
333	4.33157722
334	4.329028272
335	4.325184187
336	4.322243986
337	4.318081809
338	4.316339414
339	4.31580033
340	4.31249847
341	4.308571418
342	4.305208155
343	4.304941877
344	4.302384044
345	4.300467038
346	4.295445023
347	4.29275511
348	4.287245384
349	4.286634542
350	4.284062118
351	4.279507702
352	4.276705
353	4.276414657
354	4.271907952
355	4.269805973
356	4.265809105
357	4.26141007
358	4.259801057
359	4.256685507
360	4.253016692
361	4.252735004
362	4.2500443
363	4.247467992
364	4.246906043
365	4.241862251
366	4.239416349
367	4.237260166
368	4.236818345
369	4.233093618
370	4.231168437
371	4.228602068
372	4.228000898
373	4.224734142
374	4.219070824
375	4.217209292
376	4.213438111
377	4.2128523
378	4.207799907
379	4.204870139
380	4.204630804
381	4.204129999
382	4.20109569
383	4.199028356
384	4.194124983
385	4.18946921
386	4.186003094
387	4.182547818
388	4.180577109
389	4.177238667
390	4.173317564
391	4.172009785
392	4.168235079
393	4.164616932
394	4.161898843
395	4.156474917
396	4.156203067
397	4.152835106
398	4.151431657
399	4.148370738
400	4.143350799
401	4.13994673
402	4.138442539
403	4.136848541
404	4.136555163
405	4.136366416
406	4.134891968
407	4.131758728
408	4.130916979
409	4.127744678
410	4.125470457
411	4.122816011
412	4.119563188
413	4.116481215
414	4.115108205
415	4.1118603
416	4.109302475
417	4.10634531
418	4.102072331
419	4.09823156
420	4.097879581
421	4.095190105
422	4.091952246
423	4.08716209
424	4.082106044
425	4.079518025
426	4.075023374
427	4.073555497
428	4.070801793
429	4.068873229
430	4.066011121
431	4.064549832
432	4.060464104
433	4.05962543
434	4.057937811
435	4.053804584
436	4.050380734
437	4.04568893
438	4.040558438
439	4.040298691
440	4.037926475
441	4.035508612
442	4.032539308
443	4.031429652
444	4.028574064
445	4.024644956
446	4.023429076
447	4.021736812
448	4.020476744
449	4.019210023
450	4.017276574
451	4.016451872
452	4.013749873
453	4.010463294
454	4.005702388
455	4.005463907
456	4.001946053
457	3.998412534
458	3.996618249
459	3.994263126
460	3.99136626
461	3.990577096
462	3.98776354
463	3.984064079
464	3.981133657
465	3.977154383
466	3.975164087
467	3.972309043
468	3.970094911
469	3.965120664
470	3.963826982
471	3.96037624
472	3.958177991
473	3.954426504
474	3.951010272
475	3.947988994
476	3.946423435
477	3.94581416
478	3.944229392
479	3.944003551
480	3.939656021
481	3.937452547
482	3.934754935
483	3.933937736
484	3.932319206
485	3.929888631
486	3.927794833
487	3.927359967
488	3.923589124
489	3.922721237
490	3.920159907
491	3.917704367
492	3.915908134
493	3.915771652
494	3.913242507
495	3.910413183
496	3.907944605
497	3.905768407
498	3.904934385
499	3.903956159
500	3.902972643
501	3.901466979
502	3.899404688
503	3.894447947
504	3.891483753
505	3.88969269
506	3.887737914
507	3.886676587
508	3.883585441
509	3.882198104
510	3.879616658
511	3.876120225
512	3.875906377
513	3.874393478
514	3.872237856
515	3.869087766
516	3.867678805
517	3.865510462
518	3.863795993
519	3.861241934
520	3.859885195
521	3.859764935
522	3.856458284
523	3.85364562
524	3.848062319
525	3.84667177
526	3.842669006
527	3.841628152
528	3.838347375
529	3.835195542
530	3.834801283
531	3.832546466
532	3.831175478
533	3.828576312
534	3.82432398
535	3.822930068
536	3.821632965
537	3.817852954
538	3.815586234
539	3.815448886
540	3.814217691
541	3.814104438
542	3.813287419
543	3.811190517
544	3.811018464
545	3.80720527
546	3.805364409
547	3.803141412
548	3.801224333
549	3.796966493
550	3.795593607
551	3.794124544
552	3.792521144
553	3.791347004
554	3.791197542
555	3.789029473
556	3.786084099
557	3.784574026
558	3.783395909
559	3.781657501
560	3.779193269
561	3.777493394
562	3.776142357
563	3.774062811
564	3.772482382
565	3.767452914
566	3.766208933
567	3.762519866
568	3.759180014
569	3.754947718
570	3.751868111
571	3.7514467
572	3.751312822
573	3.74990728
574	3.747986388
575	3.746101547
576	3.744395513
577	3.743514496
578	3.742508194
579	3.742142175
580	3.739132131
581	3.736080249
582	3.734861235
583	3.734257976
584	3.732092062
585	3.728098786
586	3.72625555
587	3.725402414
588	3.725155169
589	3.720909247
590	3.718870669
591	3.717019972
592	3.71532239
593	3.712881421
594	3.71271039
595	3.709033556
596	3.707487755
597	3.706225703
598	3.703941471
599	3.702123425
600	3.701768782
601	3.699012974
602	3.698167495
603	3.695997914
604	3.69462578
605	3.692804866
606	3.692688092
607	3.690992577
608	3.689953833
609	3.688095942
610	3.685905952
611	3.685131635
612	3.682267381
613	3.681101312
614	3.67996251
615	3.677355116
616	3.676454969
617	3.676281504
618	3.675050996
619	3.671683417
620	3.671123892
621	3.667852057
622	3.667224241
623	3.665633484
624	3.664363663
625	3.663563478
626	3.659379649
627	3.65909317
628	3.656457956
629	3.655429815
630	3.652740644
631	3.647338452
632	3.646706431
633	3.645005979
634	3.642971444
635	3.640699167
636	3.637068107
637	3.635220777
638	3.631923072
639	3.629853147
640	3.624721479
641	3.624604226
642	3.62313035
643	3.622540986
644	3.620836037
645	3.620353261
646	3.617199003
647	3.61515913
648	3.613153567
649	3.611069955
650	3.609453067
651	3.607119193
652	3.606867998
653	3.605642945
654	3.603960166
655	3.601157468
656	3.600357937
657	3.599805673
658	3.596331902
659	3.593828305
660	3.591798434
661	3.590172741
662	3.589805117
663	3.58924903
664	3.588149435
665	3.587154535
666	3.584067364
667	3.583072962
668	3.582132603
669	3.579006192
670	3.577826189
671	3.576009668
672	3.572041391
673	3.572000019
674	3.57009094
675	3.565653874
676	3.563630644
677	3.563288697
678	3.561208928
679	3.560326084
680	3.560240218
681	3.55910832
682	3.557476132
683	3.557132347
684	3.556683668
685	3.553267974
686	3.551776888
687	3.549283453
688	3.548358594
689	3.548262839
690	3.546435237
691	3.545844504
692	3.542697889
693	3.540508001
694	3.5378423
695	3.53676249
696	3.53487973
697	3.533385397
698	3.532509874
699	3.531259191
700	3.525875472
701	3.525334347
702	3.524756472
703	3.524695155
704	3.52413001
705	3.52198537
706	3.516915275
707	3.514137795
708	3.513720723
709	3.51294311
710	3.51162491
711	3.510614701
712	3.5091935
713	3.507668605
714	3.506657147
715	3.503645738
716	3.502121359
717	3.499650593
718	3.498991784
719	3.497646876
720	3.494925739
721	3.493866523
722	3.49106862
723	3.489779232
724	3.488365877
725	3.487636514
726	3.485052488
727	3.482945602
728	3.482028033
729	3.478297912
730	3.477020518
731	3.474846362
732	3.472653772
733	3.472059484
734	3.471094481
735	3.469513151
736	3.467429221
737	3.467314935
738	3.466300966
739	3.465988764
740	3.465699601
741	3.462755568
742	3.45741206
743	3.453558418
744	3.449934644
745	3.449182061
746	3.44737868
747	3.44583107
748	3.444414609
749	3.443892279
750	3.442280565
751	3.441253973
752	3.438158276
753	3.438088337
754	3.435083904
755	3.433817611
756	3.428974442
757	3.427917403
758	3.425720831
759	3.42511954
760	3.423205729
761	3.421874115
762	3.421694548
763	3.418808461
764	3.414087277
765	3.412997957
766	3.412562752
767	3.412199714
768	3.409831702
769	3.408490267
770	3.407110665
771	3.405940079
772	3.404720992
773	3.403740824
774	3.402771957
775	3.401136987
776	3.400775784
777	3.400419479
778	3.399810985
779	3.398349147
780	3.397356467
781	3.396249745
782	3.394170014
783	3.39400607
784	3.393381349
785	3.393221409
786	3.390770153
787	3.390514767
788	3.390292712
789	3.389463369
790	3.388952286
791	3.386317334
792	3.384547308
793	3.383323197
794	3.382537978
795	3.381194437
796	3.379464929
797	3.37870902
798	3.377526972
799	3.375394531
800	3.37389478
801	3.373770665
802	3.371729919
803	3.371488238
804	3.369339821
805	3.36893442
806	3.367651021
807	3.364546194
808	3.361206616
809	3.360684978
810	3.358715446
811	3.355706565
812	3.352411119
813	3.351759442
814	3.350982492
815	3.348933608
816	3.348154728
817	3.345861088
818	3.345220764
819	3.344053267
820	3.343213691
821	3.342395951
822	3.341308209
823	3.337910346
824	3.337071781
825	3.335939105
826	3.334958313
827	3.332718392
828	3.332164754
829	3.328097122
830	3.324817302
831	3.32132175
832	3.318719044
833	3.317985778
834	3.317840567
835	3.314882352
836	3.313157247
837	3.312120601
838	3.310543655
839	3.306492728
840	3.303779958
841	3.302594086
842	3.300895886
843	3.300028483
844	3.296895507
845	3.294224621
846	3.291996125
847	3.291392859
848	3.28932498
849	3.288925309
850	3.287860586
851	3.287405829
852	3.287266871
853	3.285001098
854	3.283905756
855	3.28358592
856	3.282930906
857	3.282851683
858	3.281941357
859	3.281483443
860	3.281005394
861	3.28043222
862	3.27850474
863	3.277726086
864	3.275411506
865	3.274954047
866	3.273540451
867	3.273294887
868	3.270148205
869	3.269172301
870	3.266826213
871	3.265018283
872	3.26416028
873	3.264034718
874	3.263896355
875	3.263288802
876	3.262102593
877	3.258686656
878	3.258342987
879	3.25640272
880	3.255441809
881	3.254236965
882	3.25358881
883	3.251158581
884	3.249842733
885	3.248879577
886	3.246967041
887	3.245360717
888	3.242204534
889	3.240727382
890	3.237647795
891	3.236802271
892	3.233848222
893	3.23306104
894	3.230226838
895	3.229903678
896	3.228597801
897	3.227515884
898	3.224923942
899	3.222036789
900	3.221956585
901	3.219041535
902	3.217663729
903	3.217364277
904	3.216939266
905	3.212817108
906	3.212168807
907	3.209722709
908	3.208183513
909	3.206772814
910	3.206421444
911	3.206074735
912	3.203365872
913	3.201890125
914	3.19975531
915	3.198764258
916	3.197883347
917	3.196067202
918	3.193631017
919	3.193247581
920	3.192399668
921	3.191616384
922	3.190454797
923	3.189860175
924	3.189194042
925	3.185663556
926	3.185386333
927	3.185183879
928	3.184213247
929	3.181713038
930	3.180811559
931	3.180167336
932	3.180122646
933	3.179118003
934	3.177015434
935	3.175457465
936	3.17465671
937	3.171696819
938	3.171654306
939	3.168920009
940	3.167937999
941	3.166652196
942	3.164988779
943	3.162453122
944	3.161881475
945	3.15924498
946	3.158515434
947	3.155731166
948	3.1550065
949	3.154313289
950	3.15358978
951	3.151454598
952	3.150098363
953	3.149465806
954	3.146996799
955	3.1446992
956	3.143381222
957	3.142917254
958	3.14235884
959	3.139851513
960	3.13921889
961	3.139172197
962	3.13829155
963	3.135774492
964	3.135112724
965	3.134817383
966	3.133996157
967	3.132778243
968	3.130209012
969	3.129232044
970	3.127306476
971	3.124776854
972	3.124327513
973	3.123776475
974	3.123423795
975	3.121933057
976	3.11891766
977	3.118736971
978	3.116184794
979	3.113932114
980	3.112260391
981	3.111714357
982	3.110332273
983	3.109805844
984	3.108762902
985	3.105978828
986	3.103574739
987	3.102886654
988	3.101629563
989	3.099718062
990	3.098245757
991	3.097177735
992	3.095302373
993	3.094040729
994	3.091325687
995	3.088855577
996	3.087189668
997	3.08494105
998	3.082865699
999	3.081235079
